season,team,position,depth_rank,player_name,gsis_id,role,confidence,notes
2026,IND,QB,2,Riley Leonard,00-0040206,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,RB,1,Jonathan Taylor,00-0036223,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,RB,2,DJ Giddens,00-0040179,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,WR,1,Alec Pierce,00-0037664,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,WR,2,Ashton Dulin,00-0035021,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,WR,3,Josh Downs,00-0038997,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,TE,1,Tyler Warren,00-0040128,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,IND,TE,2,Mo Alie-Cox,00-0033217,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,QB,1,Trevor Lawrence,00-0036971,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,QB,2,Nick Mullens,00-0033319,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,RB,1,Bhayshul Tuten,00-0040719,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,RB,2,Chris Rodriguez Jr.,00-0038611,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,WR,1,Brian Thomas Jr.,00-0039893,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,WR,2,Jakobi Meyers,00-0034960,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,WR,3,Parker Washington,00-0038606,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,TE,1,Brenton Strange,00-0038935,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,JAX,TE,2,Nate Boerkircher,00-0041503,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,QB,1,Patrick Mahomes,00-0033873,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,QB,2,Justin Fields,00-0036945,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,RB,1,Kenneth Walker,00-0038134,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,RB,2,Emari Demercado,00-0038705,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,WR,1,Xavier Worthy,00-0039894,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,WR,2,Tyquan Thornton,00-0038104,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,WR,3,Rashee Rice,00-0039067,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,TE,1,Travis Kelce,00-0030506,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,KC,TE,2,Noah Gray,00-0036637,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,QB,1,Kirk Cousins,00-0029604,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,QB,2,Fernando Mendoza,00-0041562,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,RB,1,Ashton Jeanty,00-0040122,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,RB,2,Mike Washington,00-0040878,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,WR,1,Tre Tucker,00-0038563,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,WR,2,Jalen Nailor,00-0037291,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,WR,3,Jack Bech,00-0040729,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,TE,1,Brock Bowers,00-0039338,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LV,TE,2,Michael Mayer,00-0039066,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,QB,1,Justin Herbert,00-0036355,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,QB,2,Trey Lance,00-0037012,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,RB,1,Omarion Hampton,00-0040666,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,RB,2,Keaton Mitchell,00-0038454,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,WR,1,Quentin Johnston,00-0038544,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,WR,2,Tre Harris,00-0040727,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,WR,3,Ladd McConkey,00-0039915,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,TE,1,Oronde Gadsden,00-0040189,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LAC,TE,2,Charlie Kolar,00-0038046,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,QB,1,Matthew Stafford,00-0026498,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,QB,2,Stetson Bennett,00-0039107,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,RB,1,Kyren Williams,00-0037840,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,RB,2,Blake Corum,00-0039738,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,WR,1,Davante Adams,00-0031381,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,WR,2,Puka Nacua,00-0039075,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,WR,3,Jordan Whittington,00-0039751,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,TE,1,Colby Parkinson,00-0036244,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,LA,TE,2,Tyler Higbee,00-0033110,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,QB,1,Malik Willis,00-0038128,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,QB,2,Quinn Ewers,00-0040234,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,RB,1,De'Von Achane,00-0039040,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,RB,2,Jaylen Wright,00-0039874,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,WR,1,Jalen Tolbert,00-0037666,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,WR,2,Caleb Douglas,00-0041523,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,WR,3,Malik Washington,00-0039880,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,TE,1,Greg Dulcich,00-0037252,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIA,TE,2,Will Kacmarek,00-0041524,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,QB,1,Kyler Murray,00-0035228,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,QB,2,J.J. McCarthy,00-0039923,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,RB,1,Aaron Jones,00-0033293,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,RB,2,Jordan Mason,00-0037525,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,WR,1,Justin Jefferson,00-0036322,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,WR,2,Jordan Addison,00-0038994,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,WR,3,Jauan Jennings,00-0036259,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,TE,1,T.J. Hockenson,00-0035229,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,MIN,TE,2,Josh Oliver,00-0035249,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,QB,1,Drake Maye,00-0039851,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,QB,2,Tommy DeVito,00-0038476,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,RB,1,Rhamondre Stevenson,00-0036875,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,RB,2,TreVeyon Henderson,00-0040734,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,WR,1,A.J. Brown,00-0035676,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,WR,2,Romeo Doubs,00-0037816,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,WR,3,DeMario Douglas,00-0038621,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,TE,1,Hunter Henry,00-0033090,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NE,TE,2,Eli Raridon,00-0041395,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,QB,1,Tyler Shough,00-0040743,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,QB,2,Spencer Rattler,00-0039376,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,RB,1,Travis Etienne,00-0036973,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,RB,2,Alvin Kamara,00-0033906,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,WR,1,Jordyn Tyson,00-0041029,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,WR,2,Chris Olave,00-0037239,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,WR,3,Devaughn Vele,00-0039424,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,TE,1,Juwan Johnson,00-0036040,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NO,TE,2,Noah Fant,00-0035644,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,QB,1,Jaxson Dart,00-0040691,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,QB,2,Jameis Winston,00-0031503,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,RB,1,Cam Skattebo,00-0040715,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,RB,2,Tyrone Tracy,00-0039384,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,WR,1,Malik Nabers,00-0039337,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,WR,2,Darius Slayton,00-0035535,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,WR,3,Calvin Austin III,00-0037837,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,TE,1,Isaiah Likely,00-0037838,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYG,TE,2,Theo Johnson,00-0039847,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,QB,1,Geno Smith,00-0030565,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,QB,2,Cade Klubnik,00-0041056,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,RB,1,Breece Hall,00-0038120,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,RB,2,Braelon Allen,00-0039794,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,WR,1,Adonai Mitchell,00-0039890,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,WR,2,Garrett Wilson,00-0037740,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,WR,3,Omar Cooper Jr.,00-0041511,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,TE,1,Mason Taylor,00-0040736,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,NYJ,TE,2,Kenyon Sadiq,00-0041032,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,QB,1,Jalen Hurts,00-0036389,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,QB,2,Tanner McKee,00-0038400,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,RB,1,Saquon Barkley,00-0034844,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,RB,2,Tank Bigsby,00-0038555,committee,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,WR,1,DeVonta Smith,00-0036912,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,WR,2,Dontayvion Wicks,00-0038393,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,WR,3,Makai Lemon,00-0040867,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,TE,1,Dallas Goedert,00-0034351,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PHI,TE,2,Johnny Mundt,00-0033246,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,QB,1,Aaron Rodgers,00-0023459,starter,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
2026,PIT,QB,2,Mason Rudolph,00-0034771,backup,high,"Released 2026 unofficial depth chart (ourlads, fetched 2026-08-12), used for membership/team/role-tier only - listed order is formation-based (LWR/RWR/SWR) and is NOT usage order, verified against 2025 targets."
